#TimeZone=India Standard Time,format=V2,isweekly=false
#FidessaCode,ReutersCode,Venue,TimeZone,Time,CumulatedPercentage
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,9:50:00,0.149
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,9:55:00,0.1626
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,10:00:00,0.1754
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,10:05:00,0.1879
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,10:10:00,0.2017
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,10:15:00,0.2147
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,10:20:00,0.2272
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,10:25:00,0.2393
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,10:30:00,0.2496
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,10:35:00,0.2598
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,10:40:00,0.2703
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,10:45:00,0.2807
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,10:50:00,0.291
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,10:55:00,0.301
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,11:00:00,0.3093
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,11:05:00,0.3183
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,11:10:00,0.3271
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,11:15:00,0.3353
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,11:20:00,0.3428
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,11:25:00,0.3506
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,11:30:00,0.3575
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,11:35:00,0.3656
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,11:40:00,0.3733
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,11:45:00,0.3803
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,11:50:00,0.3869
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,11:55:00,0.3942
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,12:00:00,0.4009
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,12:05:00,0.408
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,12:10:00,0.4149
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,12:15:00,0.4214
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,12:20:00,0.4278
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,12:25:00,0.4344
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,12:30:00,0.4409
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,12:35:00,0.4471
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,12:40:00,0.4536
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,12:45:00,0.461
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,12:50:00,0.4675
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,12:55:00,0.4741
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,13:00:00,0.4819
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,13:05:00,0.4893
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,13:10:00,0.4974
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,13:15:00,0.5057
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,13:20:00,0.5141
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,13:25:00,0.5239
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,13:30:00,0.5326
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,13:35:00,0.5421
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,13:40:00,0.5514
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,13:45:00,0.5621
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,13:50:00,0.5723
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,13:55:00,0.5831
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,14:00:00,0.5952
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,14:05:00,0.6067
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,14:10:00,0.6193
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,14:15:00,0.6333
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,14:20:00,0.6456
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,14:25:00,0.6583
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,14:30:00,0.6721
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,14:35:00,0.688
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,14:40:00,0.7042
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,14:45:00,0.7199
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,14:50:00,0.7366
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,14:55:00,0.7535
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,15:00:00,0.7724
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,15:05:00,0.7905
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,15:10:00,0.8123
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,15:15:00,0.8363
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,15:20:00,0.8618
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,15:25:00,0.8877
TCS.IN,TCS.NS,NSI-MAIN,India Standard Time,15:30:00,1
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,0:00:00,0
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,9:00:00,0
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,9:15:00,0.0188
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,9:20:00,0.0369
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,9:25:00,0.0511
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,9:30:00,0.0657
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,9:35:00,0.0807
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,9:40:00,0.0941
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,9:45:00,0.1073
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,9:50:00,0.118
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,9:55:00,0.129
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,10:00:00,0.139
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,10:05:00,0.1491
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,10:10:00,0.1588
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,10:15:00,0.1671
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,10:20:00,0.1754
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,10:25:00,0.1835
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,10:30:00,0.1924
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,10:35:00,0.2007
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,10:40:00,0.2079
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,10:45:00,0.2157
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,10:50:00,0.2224
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,10:55:00,0.2296
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,11:00:00,0.2359
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,11:05:00,0.2419
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,11:10:00,0.2489
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,11:15:00,0.2548
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,11:20:00,0.2607
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,11:25:00,0.2673
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,11:30:00,0.2737
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,11:35:00,0.2793
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,11:40:00,0.2856
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,11:45:00,0.2914
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,11:50:00,0.2972
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,11:55:00,0.3024
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,12:00:00,0.3085
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,12:05:00,0.3142
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,12:10:00,0.3202
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,12:15:00,0.3262
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,12:20:00,0.3315
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,12:25:00,0.337
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,12:30:00,0.3423
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,12:35:00,0.3476
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,12:40:00,0.353
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,12:45:00,0.3588
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,12:50:00,0.365
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,12:55:00,0.3707
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,13:00:00,0.3774
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,13:05:00,0.3839
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,13:10:00,0.3906
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,13:15:00,0.3981
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,13:20:00,0.4055
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,13:25:00,0.4129
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,13:30:00,0.4208
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,13:35:00,0.4294
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,13:40:00,0.4372
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,13:45:00,0.447
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,13:50:00,0.4554
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,13:55:00,0.4655
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,14:00:00,0.4763
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,14:05:00,0.4859
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,14:10:00,0.4975
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,14:15:00,0.5088
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,14:20:00,0.5211
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,14:25:00,0.5326
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,14:30:00,0.5447
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,14:35:00,0.5579
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,14:40:00,0.574
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,14:45:00,0.5887
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,14:50:00,0.6061
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,14:55:00,0.625
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,15:00:00,0.6452
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,15:05:00,0.6642
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,15:10:00,0.6845
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,15:15:00,0.7069
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,15:20:00,0.7318
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,15:25:00,0.7551
SBIN.IN,SBI.NS,NSI-MAIN,India Standard Time,15:30:00,1
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,0:00:00,0
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,9:00:00,0
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,9:15:00,0.0188
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,9:20:00,0.0389
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,9:25:00,0.0569
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,9:30:00,0.0748
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,9:35:00,0.0904
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,9:40:00,0.1062
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,9:45:00,0.1196
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,9:50:00,0.1338
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,9:55:00,0.147
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,10:00:00,0.1588
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,10:05:00,0.1703
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,10:10:00,0.1816
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,10:15:00,0.1914
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,10:20:00,0.2015
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,10:25:00,0.2117
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,10:30:00,0.2205
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,10:35:00,0.2299
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,10:40:00,0.2388
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,10:45:00,0.2476
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,10:50:00,0.2553
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,10:55:00,0.2624
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,11:00:00,0.2703
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,11:05:00,0.278
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,11:10:00,0.285
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,11:15:00,0.2913
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,11:20:00,0.2975
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,11:25:00,0.3042
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,11:30:00,0.3102
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,11:35:00,0.317
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,11:40:00,0.3231
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,11:45:00,0.3287
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,11:50:00,0.3346
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,11:55:00,0.3402
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,12:00:00,0.3464
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,12:05:00,0.3525
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,12:10:00,0.3581
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,12:15:00,0.3639
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,12:20:00,0.3697
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,12:25:00,0.3758
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,12:30:00,0.3822
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,12:35:00,0.3875
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,12:40:00,0.3934
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,12:45:00,0.3997
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,12:50:00,0.4059
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,12:55:00,0.4126
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,13:00:00,0.4189
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,13:05:00,0.4265
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,13:10:00,0.4339
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,13:15:00,0.441
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,13:20:00,0.4492
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,13:25:00,0.4572
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,13:30:00,0.4654
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,13:35:00,0.4744
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,13:40:00,0.4832
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,13:45:00,0.4925
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,13:50:00,0.5036
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,13:55:00,0.5148
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,14:00:00,0.5251
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,14:05:00,0.5376
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,14:10:00,0.5488
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,14:15:00,0.5614
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,14:20:00,0.5763
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,14:25:00,0.591
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,14:30:00,0.6056
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,14:35:00,0.6213
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,14:40:00,0.6378
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,14:45:00,0.6543
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,14:50:00,0.6751
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,14:55:00,0.6933
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,15:00:00,0.7142
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,15:05:00,0.7378
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,15:10:00,0.7613
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,15:15:00,0.7893
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,15:20:00,0.8151
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,15:25:00,0.847
BHARTI.IN,BRTI.NS,NSI-MAIN,India Standard Time,15:30:00,1
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,0:00:00,0
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,9:00:00,0
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,9:15:00,0.0234
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,9:20:00,0.0446
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,9:25:00,0.0633
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,9:30:00,0.0825
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,9:35:00,0.099
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,9:40:00,0.1159
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,9:45:00,0.1307
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,9:50:00,0.1449
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,9:55:00,0.1594
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,10:00:00,0.1743
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,10:05:00,0.1867
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,10:10:00,0.1989
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,10:15:00,0.2115
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,10:20:00,0.2245
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,10:25:00,0.2362
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,10:30:00,0.247
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,10:35:00,0.2588
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,10:40:00,0.2682
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,10:45:00,0.279
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,10:50:00,0.2884
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,10:55:00,0.2972
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,11:00:00,0.3058
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,11:05:00,0.3144
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,11:10:00,0.3237
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,11:15:00,0.3317
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,11:20:00,0.3402
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,11:25:00,0.3486
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,11:30:00,0.3563
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,11:35:00,0.3642
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,11:40:00,0.3711
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,11:45:00,0.3779
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,11:50:00,0.3849
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,11:55:00,0.3924
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,12:00:00,0.3994
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,12:05:00,0.4063
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,12:10:00,0.4135
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,12:15:00,0.4205
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,12:20:00,0.4273
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,12:25:00,0.4348
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,12:30:00,0.4422
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,12:35:00,0.4491
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,12:40:00,0.4566
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,12:45:00,0.4641
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,12:50:00,0.4723
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,12:55:00,0.4805
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,13:00:00,0.4882
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,13:05:00,0.4973
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,13:10:00,0.5051
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,13:15:00,0.5137
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,13:20:00,0.5232
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,13:25:00,0.5318
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,13:30:00,0.5414
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,13:35:00,0.5504
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,13:40:00,0.561
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,13:45:00,0.5722
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,13:50:00,0.5833
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,13:55:00,0.5955
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,14:00:00,0.6069
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,14:05:00,0.6195
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,14:10:00,0.6324
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,14:15:00,0.6458
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,14:20:00,0.6593
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,14:25:00,0.6744
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,14:30:00,0.6905
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,14:35:00,0.7058
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,14:40:00,0.7224
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,14:45:00,0.7378
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,14:50:00,0.7561
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,14:55:00,0.7751
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,15:00:00,0.7964
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,15:05:00,0.8181
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,15:10:00,0.8387
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,15:15:00,0.8608
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,15:20:00,0.8856
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,15:25:00,0.9085
ITC.IN,ITC.NS,NSI-MAIN,India Standard Time,15:30:00,1
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,0:00:00,0
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,9:00:00,0
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,9:15:00,0.0156
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,9:20:00,0.0307
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,9:25:00,0.0471
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,9:30:00,0.0603
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,9:35:00,0.074
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,9:40:00,0.0865
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,9:45:00,0.0983
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,9:50:00,0.1096
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,9:55:00,0.1198
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,10:00:00,0.1308
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,10:05:00,0.1399
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,10:10:00,0.1489
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,10:15:00,0.1571
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,10:20:00,0.1655
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,10:25:00,0.1738
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,10:30:00,0.1827
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,10:35:00,0.1904
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,10:40:00,0.1974
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,10:45:00,0.2045
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,10:50:00,0.2123
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,10:55:00,0.2186
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,11:00:00,0.2255
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,11:05:00,0.2319
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,11:10:00,0.2383
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,11:15:00,0.2442
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,11:20:00,0.2504
AXSB.IN,AXBK.NS,NSI-MAIN,India Standard Time,11:25:00,0.2561
